VariableCountDepth_0,java.lang.Float,java.util.concurrent.CopyOnWriteArrayList<java.lang.Float>,java.lang.Double,MethodInvocationsDepth_0,java.util.LinkedList<java.lang.Integer>,java.util.Vector<java.lang.Integer>,ReassignmentsDepth_0,java.util.Stack<java.lang.Double>,java.lang.Integer,java.util.Stack<java.lang.Long>,java.util.Vector<java.lang.Character>,BinaryOperatorsDepth_0,BranchCount,java.util.concurrent.CopyOnWriteArrayList<java.lang.Character>,java.lang.Character,java.lang.Long,java.util.Stack<java.lang.Integer>,java.util.concurrent.CopyOnWriteArrayList<java.lang.Long>,LoopCount,ThreadUsage,CyclomaticComplexity,java.util.Stack<java.lang.Float>,java.util.Vector<java.lang.Float>,java.util.concurrent.CopyOnWriteArrayList<java.lang.Integer>,java.util.Vector.indexOf(java.lang.Object),java.util.LinkedList.indexOf(java.lang.Object),LiteralCountDepth_0,java.util.Stack.indexOf(java.lang.Object),ImportsUsed,AssignmentsDepth_0,java.util.Vector<java.lang.Long>,java.util.concurrent.CopyOnWriteArrayList<java.lang.Double>,java.util.Stack<java.lang.Character>,ReturnType_int,java.util.concurrent.CopyOnWriteArrayList.indexOf(java.lang.Object),java.util.Vector<java.lang.Double>,VariableDeclarationsDepth_0,Input1,Input2,EnergyUsed,Filename
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1500000,0,0.02118551097576618,IndexOfElemFalseColStack96
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2.0171234519413215E-7,IndexOfElemFalseColVector79
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2500,0,1.0724983701697516E-5,IndexOfElemFalseColVector24
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2000000,0,0.03667858551152644,IndexOfElemFalseColStack49
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2500,0,1.280203538431593E-5,IndexOfElemFalseColVector130
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,75000000,0,1.1603303104733775,IndexOfElemFalseColVector178
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,50000000,0,0.6260250440540501,IndexOfElemFalseColStack84
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,200000,0,0.0014536665204844328,IndexOfElemFalseColVector96
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1000000,0,0.01405322910089976,IndexOfElemFalseColVector33
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1500000,0,0.0379608927806911,IndexOfElemFalseColVector47
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,750000,0,0.00252313806607525,IndexOfElemFalseColStack122
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,350000,0,0.006722027387808624,IndexOfElemFalseColStack170
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,100000,0,2.991749464225257E-4,IndexOfElemFalseColCopyOnWriteArrayList146
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,100000,0,0.0025506337124518354,IndexOfElemFalseColCopyOnWriteArrayList45
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1.667173315026838E-7,IndexOfElemFalseColVector40
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3000000,0,0.05430087825554496,IndexOfElemFalseColStack67
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,200000,0,0.004026086086031189,IndexOfElemFalseColVector59
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,55000000,0,0.6447717680103483,IndexOfElemFalseColStack100
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,10000,0,2.2866032225465408E-4,IndexOfElemFalseColCopyOnWriteArrayList191
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,7500000,0,0.09138374517382272,IndexOfElemFalseColStack98
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1.766877085740586E-7,IndexOfElemFalseColStack99
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,10000,0,5.725025105334889E-5,IndexOfElemFalseColVector192
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2500,0,1.7183536528359516E-5,IndexOfElemFalseColCopyOnWriteArrayList33
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,250000,0,0.0055758164088168275,IndexOfElemFalseColCopyOnWriteArrayList113
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,250,0,2.194000158375866E-6,IndexOfElemFalseColStack103
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,30000000,0,0.15103731448479166,IndexOfElemFalseColVector136
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,50,0,8.22858989997776E-7,IndexOfElemFalseColStack71
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,50,0,6.192227735874496E-7,IndexOfElemFalseColCopyOnWriteArrayList46
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,75000000,0,0.4860828916809247,IndexOfElemFalseColVector152
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,5000000,0,0.0935358036996948,IndexOfElemFalseColStack164
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,75000,0,2.1636368492434306E-4,IndexOfElemFalseColVector118
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,5000,0,3.888478196705204E-5,IndexOfElemFalseColStack176
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,150000,0,6.955056575514867E-4,IndexOfElemFalseColCopyOnWriteArrayList185
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,25,0,3.042956176294072E-7,IndexOfElemFalseColVector103
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,10000000,0,0.1430548287763764,IndexOfElemFalseColStack4
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,20000000,0,0.4025325708786098,IndexOfElemFalseColStack105
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,25000,0,2.0787629506161133E-4,IndexOfElemFalseColCopyOnWriteArrayList88
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,50000,0,4.243463974551188E-4,IndexOfElemFalseColStack45
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,75000,0,2.642746610024083E-4,IndexOfElemFalseColCopyOnWriteArrayList152
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,50,0,2.8728862785444297E-7,IndexOfElemFalseColCopyOnWriteArrayList178
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,75000,0,5.769001338784352E-4,IndexOfElemFalseColCopyOnWriteArrayList68
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2500,0,2.9754328671016245E-5,IndexOfElemFalseColCopyOnWriteArrayList105
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,15000000,0,0.2184080300616906,IndexOfElemFalseColVector58
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3000000,0,0.025899820930537235,IndexOfElemFalseColVector106
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1.5891347455664286E-7,IndexOfElemFalseColCopyOnWriteArrayList160
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1000,0,5.40259074450419E-6,IndexOfElemFalseColVector45
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,25000,0,2.593794737690763E-4,IndexOfElemFalseColVector104
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,500000,0,0.006033226844375,IndexOfElemFalseColStack80
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,250,0,1.2697415201257975E-6,IndexOfElemFalseColCopyOnWriteArrayList181
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,75000,0,3.142930103260672E-4,IndexOfElemFalseColStack31
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,50,0,5.160333982072779E-7,IndexOfElemFalseColCopyOnWriteArrayList90
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,60000000,0,0.8494026443231446,IndexOfElemFalseColVector2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,250,0,1.4397942734554247E-6,IndexOfElemFalseColVector188
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,10000,0,1.6553351719910824E-4,IndexOfElemFalseColCopyOnWriteArrayList44
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,10,0,2.512168398874273E-7,IndexOfElemFalseColVector83
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,50000,0,2.341214140649415E-4,IndexOfElemFalseColVector50
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,30000000,0,1.1050036166671662,IndexOfElemFalseColVector181
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,500,0,3.0004247363506382E-6,IndexOfElemFalseColCopyOnWriteArrayList115
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,40000000,0,0.5533847281811499,IndexOfElemFalseColStack38
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,30000000,0,0.4230652794632696,IndexOfElemFalseColStack10
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,7500000,0,0.10927752752519107,IndexOfElemFalseColStack188
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,25000,0,1.29888507441261E-4,IndexOfElemFalseColStack157
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5000,0,2.3401546500393606E-5,IndexOfElemFalseColVector37
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,500,0,2.9476193692753672E-6,IndexOfElemFalseColStack131
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1.4138845589463917E-7,IndexOfElemFalseColVector171
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,60000000,0,1.065097472074613,IndexOfElemFalseColStack42
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,30000000,0,0.5702844651333084,IndexOfElemFalseColVector98
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,200000,0,0.0010241010564236146,IndexOfElemFalseColVector26
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,100000,0,4.294956055130867E-4,IndexOfElemFalseColStack169
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,7500000,0,0.0740280277220146,IndexOfElemFalseColVector177
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2500,0,2.6056411521586013E-5,IndexOfElemFalseColVector110
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,5000,0,1.4841317447704105E-5,IndexOfElemFalseColStack1
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,45000000,0,1.0979769943324895,IndexOfElemFalseColStack159
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1500000,0,0.021569389516233946,IndexOfElemFalseColStack48
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2.0852134649678337E-7,IndexOfElemFalseColStack56
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,250000,0,0.003929382772862108,IndexOfElemFalseColVector48
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,100000,0,4.2011149993173E-4,IndexOfElemFalseColCopyOnWriteArrayList26
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,25000,0,1.7461595743008043E-4,IndexOfElemFalseColCopyOnWriteArrayList69
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,5000,0,6.538712559812637E-5,IndexOfElemFalseColCopyOnWriteArrayList10
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,500,0,4.052698590829387E-6,IndexOfElemFalseColCopyOnWriteArrayList168
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,75000000,0,1.262126131238925,IndexOfElemFalseColStack34
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4000000,0,0.09019342345959049,IndexOfElemFalseColVector111
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,50,0,4.273734973869653E-7,IndexOfElemFalseColCopyOnWriteArrayList155
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2500,0,1.6012381265772E-5,IndexOfElemFalseColStack104
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,25000,0,1.157946321729559E-4,IndexOfElemFalseColCopyOnWriteArrayList171
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,50,0,3.773662292961751E-7,IndexOfElemFalseColVector114
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,350000,0,0.004896737465857444,IndexOfElemFalseColVector51
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,350000,0,0.003781212807466454,IndexOfElemFalseColStack2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,50,0,3.0983228690196287E-7,IndexOfElemFalseColVector190
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,350000,0,0.0058214132720977915,IndexOfElemFalseColStack79
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,55000000,0,0.8440486622028823,IndexOfElemFalseColVector102
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5000,0,9.742248228089507E-5,IndexOfElemFalseColCopyOnWriteArrayList187
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,40000000,0,0.5266231081481189,IndexOfElemFalseColStack160
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1500000,0,0.029273775081465028,IndexOfElemFalseColStack191
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,750000,0,0.01708949959093224,IndexOfElemFalseColStack171
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1000000,0,0.01835235381007078,IndexOfElemFalseColStack190
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,25000,0,1.2123533501472752E-4,IndexOfElemFalseColStack127
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,25000,0,1.6681707642965418E-4,IndexOfElemFalseColVector172
